guid,source_id,doc_id,scale,raw_text,text,text_lemmatized,lexical,structural,other,label,big_5_mapped_label
ihearvoicestalkingaboutmewhennobodyisreallythere,IPIP,Q1320,CAT-PD,I hear voices talking about me when nobody is really there.,i hear voices talking about me when nobody is really there,i hear voice talk about me when nobody be really there,0,0,0,other_item,neuroticism
ihelpmyfriends,IPIP,Q1961,IPIP,I help my friends.,i help my friends,i help my friend,0,0,0,other_item,extraversion
ihelpedaneighborinthelastmonth,IPIP,Q2499,VIA,I helped a neighbor in the last month.,i helped a neighbor in the last month,i help a neighbor in the last month,0,0,1,other_item,extraversion
ihidemyrealintentions,IPIP,Q3022,CPI,I hide my real intentions.,i hide my real intentions,i hide my real intention,0,0,1,other_item,agreeableness
ihidewhateverisimportanttome,IPIP,Q2735,IPIP,I hide whatever is important to me.,i hide whatever is important to me,i hide whatever be important to me,0,0,0,other_item,extraversion
iholdagrudge,IPIP,Q661,NEO-PI-R,I hold a grudge.,i hold a grudge,i hold a grudge,0,1,1,big5_item,agreeableness
iholdbackmyopinions,IPIP,Q5620,7FACTOR,I hold back my opinions.,i hold back my opinions,i hold back my opinion,1,1,1,big5_item,extraversion
iholdgrudges,IPIP,Q2737,VIA,I hold grudges.,i hold grudges,i hold grudge,0,0,1,other_item,agreeableness
ihonorallthevowsihavemade,IPIP,Q2200,IPIP,I honor all the vows I have made.,i honor all the vows i have made,i honor all the vow i have make,0,0,0,other_item,conscientiousness
ihopethatiamneveranuisancetoanyone,IPIP,Q2305,IPIP,I hope that I am never a nuisance to anyone.,i hope that i am never a nuisance to anyone,i hope that i be never a nuisance to anyone,0,0,0,other_item,agreeableness
ihugmyclosefriends,IPIP,Q1397,EI,I hug my close friends.,i hug my close friends,i hug my close friend,0,0,0,other_item,agreeableness
ihurrymywork,IPIP,Q1657,IPIP,I hurry my work.,i hurry my work,i hurry my work,0,0,0,other_item,neuroticism
ihurtpeople,IPIP,Q3807,HPI,I hurt people.,i hurt people,i hurt people,0,0,1,big5_item,agreeableness
iignoreothersexpectations,IPIP,Q1868,IPIP,I ignore others expectations.,i ignore others expectations,i ignore other expectation,0,0,0,other_item,agreeableness
iignoresignsofdanger,IPIP,Q2228,IPIP,I ignore signs of danger.,i ignore signs of danger,i ignore sign of danger,0,0,0,other_item,conscientiousness
iimmediatelyfeelsadwhenhearingofanunhappyevent,IPIP,Q4787,HEXACO,I immediately feel sad when hearing of an unhappy event.,i immediately feel sad when hearing of an unhappy event,i immediately feel sad when hear of an unhappy event,0,0,1,big5_item,neuroticism
iimposemywillonothers,IPIP,Q3407,AB5C,I impose my will on others.,i impose my will on others,i impose my will on other,1,1,1,big5_item,agreeableness
iindulgeinmyfantasies,IPIP,Q807,NEO-PI-R,I indulge in my fantasies.,i indulge in my fantasies,i indulge in my fantasy,0,1,1,big5_item,openness
iinquireaboutotherswellbeing,IPIP,Q3408,AB5C,I inquire about others well being.,i inquire about others well being,i inquire about other well be,1,1,1,big5_item,agreeableness
iinsistongettingmyway,IPIP,Q2590,IPIP,I insist on getting my way.,i insist on getting my way,i insist on get my way,0,0,0,other_item,agreeableness
iinsistthatothersdothingsmyway,IPIP,Q5532,AMBI,I insist that others do things my way.,i insist that others do things my way,i insist that other do thing my way,0,0,0,other_item,agreeableness
iinsultpeople,IPIP,Q5621,7FACTOR,I insult people.,i insult people,i insult people,1,1,1,big5_item,agreeableness
iinterfereinotherpeoplebusiness,IPIP,Q6007,7FACTOR,I interfere in other people business.,i interfere in other people business,i interfere in other people business,1,1,1,big5_item,agreeableness
iinterruptothers,IPIP,Q1842,IPIP,I interrupt others.,i interrupt others,i interrupt other,0,0,0,other_item,conscientiousness
iinventproblemsformyself,IPIP,Q1638,IPIP,I invent problems for myself.,i invent problems for myself,i invent problem for myself,0,0,0,other_item,neuroticism
iinventthingsthatcangowrong,IPIP,Q1637,IPIP,I invent things that can go wrong.,i invent things that can go wrong,i invent thing that can go wrong,0,0,0,other_item,neuroticism
iinvestigateallpossibilities,IPIP,Q219,TCI,I investigate all possibilities.,i investigate all possibilities,i investigate all possibility,0,0,1,other_item,conscientiousness
iinvolveothersinwhatiamdoing,IPIP,Q756,NEO-PI-R,I involve others in what I am doing.,i involve others in what i am doing,i involve other in what i be do,0,1,1,big5_item,extraversion
ijokearoundalot,IPIP,Q3410,AB5C,I joke around a lot.,i joke around a lot,i joke around a lot,1,1,1,big5_item,extraversion
ijudgemyselfmoreharshlythanothersdo,IPIP,Q3084,CPI,I judge myself more harshly than others do.,i judge myself more harshly than others do,i judge myself more harshly than other do,0,0,1,other_item,neuroticism
ijudgepeoplebytheirappearance,IPIP,Q4292,6FPQ,I judge people by their appearance.,i judge people by their appearance,i judge people by their appearance,0,0,1,big5_item,neuroticism
ijumpintothingswithoutthinking,IPIP,Q5622,7FACTOR,I jump into things without thinking.,i jump into things without thinking,i jump into thing without think,1,1,1,big5_item,conscientiousness
ijumpintothings,IPIP,Q1825,IPIP,I jump into things.,i jump into things,i jump into thing,0,0,0,other_item,extraversion
ijustknowthatiwillbeasuccess,IPIP,Q6350,MPQ,I just know that I will be a success.,i just know that i will be a success,i just know that i will be a success,0,0,1,other_item,neuroticism
ijustletthingshappen,IPIP,Q1639,IPIP,I just let things happen.,i just let things happen,i just let thing happen,0,0,0,other_item,conscientiousness
ikeepacoolhead,IPIP,Q3809,HPI,I keep a cool head.,i keep a cool head,i keep a cool head,0,0,1,big5_item,neuroticism
ikeepasharpeyeonotherswork,IPIP,Q3412,AB5C,I keep a sharp eye on others work.,i keep a sharp eye on others work,i keep a sharp eye on other work,1,1,1,big5_item,conscientiousness
ikeepimprovingmyself,IPIP,Q5623,7FACTOR,I keep improving myself.,i keep improving myself,i keep improve myself,1,1,1,big5_item,conscientiousness
ikeepinthebackground,IPIP,Q5624,7FACTOR,I keep in the background.,i keep in the background,i keep in the background,1,1,1,big5_item,extraversion
ikeepintouchwitholdfriends,IPIP,Q1627,IPIP,I keep in touch with old friends.,i keep in touch with old friends,i keep in touch with old friend,0,0,0,other_item,extraversion
ikeepmyappointments,IPIP,Q1740,CAT-PD,I keep my appointments.,i keep my appointments,i keep my appointment,0,0,0,other_item,conscientiousness
ikeepmycheckbookbalanced,IPIP,Q3414,AB5C,I keep my checkbook balanced.,i keep my checkbook balanced,i keep my checkbook balanced,1,1,1,big5_item,conscientiousness
ikeepmycool,IPIP,Q3199,AB5C,I keep my cool.,i keep my cool,i keep my cool,1,1,1,big5_item,neuroticism
ikeepmydistancefromstrangers,IPIP,Q2490,IPIP,I keep my distance from strangers.,i keep my distance from strangers,i keep my distance from stranger,0,0,0,other_item,extraversion
ikeepmyemotionsundercontrol,IPIP,Q3200,AB5C,I keep my emotions under control.,i keep my emotions under control,i keep my emotion under control,1,1,1,big5_item,neuroticism
ikeepmyfaithevenduringhardtimes,IPIP,Q2751,VIA,I keep my faith even during hard times.,i keep my faith even during hard times,i keep my faith even during hard time,0,0,1,other_item,agreeableness
ikeepmyfeelingstomyselfregardlessofhowscarediam,IPIP,Q1312,EI,I keep my feelings to myself regardless of how scared I am.,i keep my feelings to myself regardless of how scared i am,i keep my feeling to myself regardless of how scared i be,0,0,0,other_item,extraversion
ikeepmyfeelingstomyselfregardlessofhowunhappyiam,IPIP,Q1283,EI,I keep my feelings to myself regardless of how unhappy I am.,i keep my feelings to myself regardless of how unhappy i am,i keep my feeling to myself regardless of how unhappy i be,0,1,0,other_item,extraversion
ikeepmyhairfashionable,IPIP,Q4295,6FPQ,I keep my hair fashionable.,i keep my hair fashionable,i keep my hair fashionable,0,0,1,big5_item,neuroticism
ikeepmyhappyfeelingstomyself,IPIP,Q1402,EI,I keep my happy feelings to myself.,i keep my happy feelings to myself,i keep my happy feeling to myself,0,1,0,other_item,extraversion
ikeepmypromises,IPIP,Q943,NEO-PI-R,I keep my promises.,i keep my promises,i keep my promise,0,1,1,big5_item,conscientiousness
ikeepmysenseofhumoreveningloomysituations,IPIP,Q2557,VIA,I keep my sense of humor even in gloomy situations.,i keep my sense of humor even in gloomy situations,i keep my sense of humor even in gloomy situation,0,0,1,other_item,extraversion
ikeepmythoughtstomyself,IPIP,Q3417,AB5C,I keep my thoughts to myself.,i keep my thoughts to myself,i keep my thought to myself,1,1,1,big5_item,extraversion
ikeepmyselfuninvolved,IPIP,Q1852,IPIP,I keep myself uninvolved.,i keep myself uninvolved,i keep myself uninvolved,0,0,0,other_item,extraversion
ikeepmyselfwellgroomed,IPIP,Q5625,7FACTOR,I keep myself well groomed.,i keep myself well groomed,i keep myself well groom,1,1,1,big5_item,conscientiousness
ikeepoldtraditions,IPIP,Q1649,IPIP,I keep old traditions.,i keep old traditions,i keep old tradition,0,0,0,other_item,conscientiousness
ikeeponthetopic,IPIP,Q1812,IPIP,I keep on the topic.,i keep on the topic,i keep on the topic,0,0,0,other_item,conscientiousness
ikeepothersatadistance,IPIP,Q3419,AB5C,I keep others at a distance.,i keep others at a distance,i keep other at a distance,1,1,1,big5_item,extraversion
ikeeppeoplewaiting,IPIP,Q1681,IPIP,I keep people waiting.,i keep people waiting,i keep people wait,0,0,0,other_item,conscientiousness
ikeepsituationsundercontrol,IPIP,Q1804,IPIP,I keep situations under control.,i keep situations under control,i keep situation under control,0,0,0,other_item,neuroticism
ikeepstraightrightfromwrong,IPIP,Q2585,VIA,I keep straight right from wrong.,i keep straight right from wrong,i keep straight right from wrong,0,0,1,other_item,conscientiousness
ikeepthepeace,IPIP,Q1713,IPIP,I keep the peace.,i keep the peace,i keep the peace,0,0,0,other_item,agreeableness
ikeepthingsthatineveruse,IPIP,Q1595,IPIP,I keep things that I never use.,i keep things that i never use,i keep thing that i never use,0,0,0,other_item,conscientiousness
ikeepthingstidy,IPIP,Q1034,BFAS,I keep things tidy.,i keep things tidy,i keep thing tidy,1,1,1,big5_item,conscientiousness
ikeeptomyselfevenwheniamaroundotherpeople,IPIP,Q5758,CAT-PD,I keep to myself even when I am around other people.,i keep to myself even when i am around other people,i keep to myself even when i be around other people,0,0,0,other_item,extraversion
ikeeptomyself,IPIP,Q2520,VIA,I keep to myself.,i keep to myself,i keep to myself,0,0,1,other_item,extraversion
ikeepupanappearance,IPIP,Q3531,AB5C,I keep up an appearance.,i keep up an appearance,i keep up an appearance,1,1,1,big5_item,neuroticism
iknowhowthingswork,IPIP,Q3670,HPI,I know how things work.,i know how things work,i know how thing work,0,0,1,big5_item,openness
iknowhowtoapplymyknowledge,IPIP,Q3421,AB5C,I know how to apply my knowledge.,i know how to apply my knowledge,i know how to apply my knowledge,1,1,1,big5_item,openness
iknowhowtocaptivatepeople,IPIP,Q3422,AB5C,I know how to captivate people.,i know how to captivate people,i know how to captivate people,1,1,1,big5_item,extraversion
iknowhowtocomfortothers,IPIP,Q3423,AB5C,I know how to comfort others.,i know how to comfort others,i know how to comfort other,1,1,1,big5_item,agreeableness
iknowhowtocontrolmyself,IPIP,Q1660,IPIP,I know how to control myself.,i know how to control myself,i know how to control myself,0,0,0,other_item,conscientiousness
iknowhowtoconvinceothers,IPIP,Q3030,CPI,I know how to convince others.,i know how to convince others,i know how to convince other,0,0,1,other_item,extraversion
iknowhowtocope,IPIP,Q3202,AB5C,I know how to cope.,i know how to cope,i know how to cope,1,1,1,big5_item,neuroticism
iknowhowtodomyjob,IPIP,Q1787,IPIP,I know how to do my job.,i know how to do my job,i know how to do my job,0,0,0,other_item,conscientiousness
iknowhowtodowellontests,IPIP,Q2242,IPIP,I know how to do well on tests.,i know how to do well on tests,i know how to do well on test,0,0,0,other_item,openness
iknowhowtoenjoymyself,IPIP,Q4298,6FPQ,I know how to enjoy myself.,i know how to enjoy myself,i know how to enjoy myself,0,0,1,big5_item,conscientiousness
iknowhowtoflyahelicopter,IPIP,Q2078,IPIP,I know how to fly a helicopter.,i know how to fly a helicopter,i know how to fly a helicopter,0,0,0,other_item,neuroticism
iknowhowtogetaroundtherules,IPIP,Q3425,AB5C,I know how to get around the rules.,i know how to get around the rules,i know how to get around the rule,1,1,1,big5_item,extraversion
iknowhowtogetthingsdone,IPIP,Q928,NEO-PI-R,I know how to get things done.,i know how to get things done,i know how to get thing do,0,1,1,big5_item,conscientiousness
